,minimum,maximum
MAR10272,0.0,0.0
MAR10273,-1000.0,0.0
MAR10274,-1000.0,0.0
MAR10275,-1000.0,0.0
MAR10276,-1000.0,0.0
MAR10277,-1000.0,0.0
MAR10278,-1000.0,0.0
MAR10279,-1000.0,-2e-05
MAR10280,-1000.0,0.0
MAR10281,-1000.0,0.0
MAR10282,-1000.0,0.0
MAR10283,-1000.0,0.0
MAR10284,-1000.0,-2e-05
MAR10285,-1000.0,-2e-05
MAR10286,-1000.0,-2e-05
MAR10287,-1000.0,-2e-05
MAR10288,-1000.0,-1.9999999949504854e-05
MAR10289,-1000.0,-1.9999999949504854e-05
MAR10290,-1000.0,-1.9999999949504854e-05
MAR10291,-1000.0,-1.9999999949504854e-05
MAR10292,-1000.0,-1.9999999949504854e-05
MAR10293,-1000.0,-2e-05
MAR10294,0.0,0.0
MAR10295,0.0,0.0
MAR10296,0.0,0.0
MAR10297,-1000.0,-2e-05
MAR10298,-1000.0,-2e-05
MAR10299,-1000.0,-2e-05
MAR10300,-1000.0,-2e-05
MAR10301,-1000.0,0.0
MAR10302,-1000.0,-4e-05
MAR10303,-1000.0,-4.0000000012696546e-05
MAR10304,-1000.0,-4.0000000012696546e-05
MAR10305,-1000.0,-4e-05
MAR10306,-1000.0,-4.0000000012696546e-05
MAR10307,-1000.0,-4e-05
MAR10308,-1000.0,-4.0000000012696546e-05
MAR10309,0.0,0.0
MAR10310,-1000.0,-4.0000000012696546e-05
MAR10311,-1000.0,-4e-05
MAR10312,-1000.0,-4.0000000012696546e-05
MAR10313,-1000.0,-4e-05
MAR10314,-1000.0,-4e-05
MAR10315,0.0,0.0
MAR10316,-1000.0,-2e-05
MAR10317,-1000.0,-4e-05
MAR10318,-1000.0,-2e-05
MAR10319,0.0,0.0
MAR10320,-1000.0,1000.0
MAR10321,-1000.0,1000.0
MAR10322,-1000.0,1000.0
MAR10323,-1000.0,1000.0
MAR10324,-1000.0,1000.0
MAR10325,-1000.0,1000.0
MAR10326,-1000.0,1000.0
MAR10327,-1000.0,1000.0
MAR10328,-1000.0,0.0
MAR10329,-1000.0,0.0
MAR10330,-1000.0,0.0
MAR10331,-1000.0,0.0
MAR10332,-1000.0,0.0
MAR10333,-1000.0,0.0
MAR10334,-1000.0,1000.0
MAR10335,-1000.0,0.0
MAR10336,-1000.0,0.0
MAR10337,-1000.0,0.0
MAR10338,0.0,0.0
MAR10339,-1000.0,1000.0
MAR10340,0.0,1000.0
MAR10341,0.0,0.0
MAR10342,0.0,1000.0
MAR10343,-1000.0,1000.0
MAR10344,0.0,0.0
MAR10345,-1000.0,1000.0
MAR10346,-1000.0,1000.0
MAR10347,-1000.0,1000.0
MAR10348,-86.02123080053389,1000.0
MAR10349,-1000.0,0.0
MAR10350,-1000.0,0.0
MAR10351,-1000.0,0.0
MAR10352,-1000.0,0.0
MAR10353,-1000.0,0.0
MAR10354,-1000.0,0.0
MAR10415,0.0,1000.0
MAR10419,0.0,1000.0
MAR10422,0.0,1000.0
MAR10424,0.0,1000.0
MAR10426,-1000.0,1000.0
MAR10427,-1000.0,1000.0
MAR10428,-1000.0,1000.0
MAR10429,-1000.0,1000.0
MAR10430,-1000.0,1000.0
MAR10431,-1000.0,1000.0
MAR10432,-1000.0,1000.0
MAR10434,-1000.0,1000.0
MAR10435,-1000.0,1000.0
MAR10436,-1000.0,1000.0
MAR10437,-1000.0,1000.0
MAR10438,-1000.0,1000.0
MAR10439,-1000.0,1000.0
MAR10440,-1000.0,1000.0
MAR10441,-1000.0,1000.0
MAR10442,-1000.0,1000.0
MAR10472,0.0,0.0
MAR10473,-1000.0,1000.0
MAR10474,-1000.0,1000.0
MAR10475,-1000.0,1000.0
MAR10476,-1000.0,0.0
MAR10477,0.0,1000.0
MAR10478,0.0,0.0
MAR10490,-1000.0,1000.0
MAR10491,-1000.0,1000.0
MAR10492,-1000.0,1000.0
MAR10493,-1000.0,1000.0
MAR10494,-1000.0,1000.0
MAR10495,-1000.0,1000.0
MAR10496,-1000.0,1000.0
MAR10497,-1000.0,1000.0
MAR10498,-1000.0,1000.0
MAR10499,-1000.0,1000.0
MAR10500,-1000.0,1000.0
MAR10501,-1000.0,1000.0
MAR10502,-1000.0,1000.0
MAR10503,-1000.0,1000.0
MAR10504,-1000.0,1000.0
MAR10505,-1000.0,1000.0
MAR10506,-1000.0,1000.0
MAR10507,-1000.0,1000.0
MAR10508,-1000.0,1000.0
MAR10509,-1000.0,1000.0
MAR10510,-1000.0,1000.0
MAR10511,-1000.0,1000.0
MAR10512,-1000.0,1000.0
MAR10513,-1000.0,1000.0
MAR10514,-1000.0,1000.0
MAR10515,-1000.0,1000.0
MAR10516,-1000.0,1000.0
MAR10517,-1000.0,1000.0
MAR10518,-1000.0,1000.0
MAR10519,-1000.0,1000.0
MAR10520,-1000.0,1000.0
MAR10521,-1000.0,1000.0
MAR10522,-1000.0,1000.0
MAR10523,-1000.0,1000.0
MAR10524,-1000.0,1000.0
MAR10525,-1000.0,1000.0
MAR10526,-1000.0,1000.0
MAR10527,-1000.0,1000.0
MAR10528,-1000.0,1000.0
MAR10529,-1000.0,1000.0
MAR10530,-1000.0,1000.0
MAR10531,-1000.0,1000.0
MAR10532,-1000.0,1000.0
MAR10533,-1000.0,1000.0
MAR10534,-1000.0,1000.0
MAR10535,-1000.0,1000.0
MAR10536,-1000.0,1000.0
MAR10537,-1000.0,1000.0
MAR10538,-1000.0,1000.0
MAR10539,-1000.0,1000.0
MAR10540,-1000.0,1000.0
MAR10541,-1000.0,1000.0
MAR10542,-1000.0,1000.0
MAR10543,-1000.0,1000.0
MAR10544,-1000.0,1000.0
MAR10545,-1000.0,1000.0
MAR10546,-1000.0,1000.0
MAR10547,-1000.0,1000.0
MAR10548,-1000.0,1000.0
MAR10549,-1000.0,1000.0
MAR10550,-1000.0,1000.0
MAR10551,-1000.0,1000.0
MAR10552,-1000.0,1000.0
MAR10553,-1000.0,1000.0
MAR10554,-1000.0,1000.0
MAR10555,-1000.0,1000.0
MAR10556,-1000.0,1000.0
MAR10557,-1000.0,1000.0
MAR10558,-1000.0,1000.0
MAR10559,-1000.0,1000.0
MAR10560,-1000.0,1000.0
MAR10561,-1000.0,1000.0
MAR10562,-1000.0,1000.0
MAR10563,-1000.0,1000.0
MAR10564,-1000.0,1000.0
MAR10565,-1000.0,1000.0
MAR10566,-1000.0,1000.0
MAR10567,-1000.0,1000.0
MAR10568,-1000.0,1000.0
MAR10569,-1000.0,1000.0
MAR10570,-1000.0,1000.0
MAR10571,-1000.0,1000.0
MAR10572,-1000.0,1000.0
MAR10573,-1000.0,1000.0
MAR10574,-1000.0,1000.0
MAR10575,-1000.0,1000.0
MAR10576,-1000.0,1000.0
MAR10577,-1000.0,1000.0
MAR10578,-1000.0,1000.0
MAR10579,-1000.0,1000.0
MAR10580,-1000.0,1000.0
MAR10581,-1000.0,1000.0
MAR10582,-1000.0,1000.0
MAR10583,-1000.0,1000.0
MAR10584,-1000.0,1000.0
MAR10585,-1000.0,1000.0
MAR10586,-1000.0,1000.0
MAR10587,-1000.0,1000.0
MAR10588,-1000.0,1000.0
MAR10589,-1000.0,1000.0
MAR10590,-1000.0,1000.0
MAR10591,-1000.0,1000.0
MAR10592,-1000.0,1000.0
MAR10593,-1000.0,1000.0
MAR10594,-1000.0,1000.0
MAR10595,-1000.0,1000.0
MAR10596,-1000.0,1000.0
MAR10597,-1000.0,1000.0
MAR10598,-1000.0,1000.0
MAR10599,-1000.0,1000.0
MAR10600,-1000.0,1000.0
MAR10601,-1000.0,1000.0
MAR10602,-1000.0,1000.0
MAR10603,-1000.0,1000.0
MAR10604,-1000.0,1000.0
MAR10605,-1000.0,1000.0
MAR10606,-1000.0,1000.0
MAR10607,-1000.0,1000.0
MAR10608,-1000.0,1000.0
MAR10609,-1000.0,1000.0
MAR10610,-1000.0,1000.0
MAR10611,-1000.0,1000.0
MAR10612,-1000.0,1000.0
MAR10613,-1000.0,1000.0
MAR10614,-1000.0,1000.0
MAR10615,-1000.0,1000.0
MAR10616,-1000.0,1000.0
MAR10617,-1000.0,1000.0
MAR10618,-1000.0,1000.0
MAR10619,-1000.0,1000.0
MAR10620,-1000.0,1000.0
MAR10621,-1000.0,1000.0
MAR10622,-1000.0,1000.0
MAR10623,-1000.0,1000.0
MAR10624,-1000.0,1000.0
MAR10625,-1000.0,1000.0
MAR10626,-1000.0,1000.0
MAR10627,-1000.0,1000.0
MAR10628,-1000.0,1000.0
MAR10629,-1000.0,1000.0
MAR10630,-1000.0,1000.0
MAR10631,-1000.0,1000.0
MAR10632,-1000.0,1000.0
MAR10633,-1000.0,1000.0
MAR10634,-1000.0,1000.0
MAR10635,-1000.0,1000.0
MAR10636,-1000.0,1000.0
MAR10637,-1000.0,1000.0
MAR10638,-1000.0,1000.0
MAR10639,-1000.0,1000.0
MAR10640,-1000.0,1000.0
MAR10641,-1000.0,1000.0
MAR10642,-1000.0,1000.0
MAR10643,-1000.0,1000.0
MAR10644,-1000.0,1000.0
MAR10645,-1000.0,1000.0
MAR10646,-1000.0,1000.0
MAR10647,-1000.0,1000.0
MAR10648,-1000.0,1000.0
MAR10649,-1000.0,1000.0
MAR10650,-1000.0,1000.0
MAR10651,-1000.0,1000.0
MAR10652,-1000.0,1000.0
MAR10653,-1000.0,1000.0
MAR10654,-1000.0,1000.0
MAR10655,-1000.0,1000.0
MAR10656,-1000.0,1000.0
MAR10657,-1000.0,1000.0
MAR10658,-1000.0,1000.0
MAR10659,-1000.0,1000.0
MAR10660,-1000.0,1000.0
MAR10661,-1000.0,1000.0
MAR10662,-1000.0,1000.0
MAR10663,-1000.0,1000.0
MAR10664,-1000.0,1000.0
MAR10665,-1000.0,1000.0
MAR10666,-1000.0,1000.0
MAR10667,-1000.0,1000.0
MAR10668,-1000.0,1000.0
MAR10669,-1000.0,1000.0
MAR10670,-1000.0,1000.0
MAR10671,-1000.0,1000.0
MAR10672,-1000.0,1000.0
MAR10673,-1000.0,1000.0
MAR10674,-1000.0,1000.0
MAR10675,-1000.0,1000.0
MAR10676,-1000.0,1000.0
MAR10677,-1000.0,1000.0
MAR10678,-1000.0,1000.0
MAR10679,-1000.0,1000.0
MAR10680,-1000.0,1000.0
MAR10681,-1000.0,1000.0
MAR10682,-1000.0,1000.0
MAR10683,-1000.0,1000.0
MAR10684,-1000.0,1000.0
MAR10685,-1000.0,1000.0
MAR10686,-1000.0,1000.0
MAR10687,-1000.0,1000.0
MAR10688,-1000.0,1000.0
MAR10689,-1000.0,1000.0
MAR10690,-1000.0,1000.0
MAR10691,-1000.0,1000.0
MAR10692,-1000.0,1000.0
MAR10693,-1000.0,1000.0
MAR10694,-1000.0,1000.0
MAR10695,-1000.0,1000.0
MAR10696,-1000.0,1000.0
MAR10697,-1000.0,1000.0
MAR10698,-1000.0,1000.0
MAR10699,-1000.0,1000.0
MAR10700,-1000.0,1000.0
MAR10701,-1000.0,1000.0
MAR10702,-1000.0,1000.0
MAR10703,-1000.0,1000.0
MAR10704,-1000.0,1000.0
MAR10705,-1000.0,1000.0
MAR10706,-1000.0,1000.0
MAR10707,-1000.0,1000.0
MAR10708,-1000.0,1000.0
MAR10709,-1000.0,1000.0
MAR10710,-1000.0,1000.0
MAR10711,-1000.0,1000.0
MAR10712,-1000.0,1000.0
MAR10713,-1000.0,1000.0
MAR10714,-1000.0,1000.0
MAR10715,-1000.0,1000.0
MAR10716,-1000.0,1000.0
MAR10717,-1000.0,1000.0
MAR10718,-1000.0,1000.0
MAR10719,-1000.0,1000.0
MAR10720,-1000.0,1000.0
MAR10721,-1000.0,1000.0
MAR10722,-1000.0,1000.0
MAR10723,-1000.0,1000.0
MAR10724,-1000.0,1000.0
MAR10725,-1000.0,1000.0
MAR10726,-1000.0,1000.0
MAR10727,-1000.0,1000.0
MAR10728,-1000.0,1000.0
MAR10729,-1000.0,1000.0
MAR10730,-1000.0,1000.0
MAR10731,-1000.0,1000.0
MAR10732,-1000.0,1000.0
MAR10733,-1000.0,1000.0
MAR10734,-1000.0,1000.0
MAR10735,-1000.0,1000.0
MAR10736,-1000.0,1000.0
MAR10737,-1000.0,1000.0
MAR10738,-1000.0,1000.0
MAR11281,-1000.0,1000.0
MAR11301,-1000.0,1000.0
MAR11336,0.0,666.645
MAR11337,-1000.0,1000.0
MAR11338,0.0,0.0
MAR11339,0.0,666.6450000000001
MAR11340,0.0,0.0
MAR11341,0.0,0.0
MAR11342,0.0,0.0
MAR11343,0.0,0.0
MAR11344,-333.33333333333337,222.22221555555555
MAR11345,-1000.0,1000.0
MAR11347,0.0,1000.0
MAR11348,-1000.0,1000.0
MAR11349,-1000.0,1000.0
MAR11350,-1000.0,1000.0
MAR11351,0.0,1000.0
MAR11352,-1000.0,1000.0
MAR11353,0.0,1000.0
MAR11373,-43.57018696913042,1000.0
MAR11376,-1000.0,1000.0
MAR11379,-1000.0,1000.0
MAR11382,-1000.0,1000.0
MAR11385,-1000.0,1000.0
MAR11387,0.0,1000.0
MAR11390,-1000.0,1000.0
MAR11391,-1000.0,1000.0
MAR11392,0.0,0.0
MAR11393,-1000.0,1000.0
MAR11400,-1000.0,1000.0
MAR11401,-1000.0,0.0
MAR11402,-1000.0,0.0
MAR11403,-1000.0,1000.0
MAR11404,-1000.0,1000.0
MAR11405,-1000.0,1000.0
MAR11419,0.0,1000.0
MAR11420,-1000.0,1000.0
MAR11422,-1000.0,1000.0
MAR11423,0.0,1000.0
MAR11424,-1000.0,1000.0
MAR11425,-1000.0,1000.0
MAR11426,-1000.0,1000.0
MAR11427,-1000.0,1000.0
MAR11428,-1000.0,1000.0
MAR11431,0.0,1000.0
MAR11432,-1000.0,1000.0
MAR11434,0.0,0.0
MAR11436,0.0,0.0
MAR11437,0.0,0.0
MAR11438,-1000.0,1000.0
MAR11439,-1000.0,1000.0
MAR11440,-1000.0,1000.0
MAR11441,0.0,555.5555555555555
MAR11446,-1000.0,1000.0
MAR11448,-1000.0,1000.0
MAR11451,-1000.0,1000.0
MAR11454,-1000.0,1000.0
MAR11457,-1000.0,1000.0
MAR11461,0.0,1000.0
MAR11466,0.0,1000.0
MAR11474,0.0,1000.0
MAR11475,0.0,1000.0
MAR11478,-1000.0,1000.0
MAR11481,-1000.0,1000.0
MAR11485,0.0,1000.0
MAR11491,0.0,1000.0
MAR11494,0.0,1000.0
MAR11498,0.0,1000.0
MAR11501,0.0,1000.0
MAR11505,0.0,1000.0
MAR11508,0.0,1000.0
MAR11512,0.0,1000.0
MAR11519,0.0,1000.0
MAR11524,0.0,1000.0
MAR11528,0.0,1000.0
MAR11533,0.0,1000.0
MAR11538,0.0,999.99998
MAR11543,0.0,1000.0
MAR11547,-1000.0,999.99998
MAR11550,0.0,1000.0
MAR11554,0.0,1000.0
MAR11557,0.0,1000.0
MAR11561,0.0,1000.0
MAR11564,0.0,1000.0
MAR11568,0.0,1000.0
MAR11730,-1000.0,1000.0
MAR11732,0.0,0.0
MAR11739,0.0,1000.0
MAR11743,0.0,1000.0
MAR11748,0.0,1000.0
MAR11751,0.0,1000.0
MAR11755,0.0,1000.0
MAR11818,0.0,1000.0
MAR11821,-1000.0,1000.0
MAR11823,-1000.0,1000.0
MAR11827,-1000.0,1000.0
MAR11830,0.0,1000.0
MAR11833,0.0,1000.0
MAR11836,0.0,1000.0
MAR11839,0.0,1000.0
MAR11842,0.0,555.5555555555555
MAR11847,0.0,1000.0
MAR11848,-1000.0,1000.0
MAR11850,0.0,1000.0
MAR11852,0.0,1000.0
MAR11855,-1000.0,1000.0
MAR11856,0.0,1000.0
MAR11858,-1000.0,1000.0
MAR11860,-1000.0,1000.0
MAR11861,-1000.0,1000.0
MAR11862,-1000.0,1000.0
MAR11863,-1000.0,1000.0
MAR11864,0.0,1000.0
MAR11865,0.0,1000.0
MAR11866,0.0,1000.0
MAR11867,-1000.0,1000.0
MAR11868,-1000.0,1000.0
MAR11869,0.0,1000.0
MAR11870,-1000.0,1000.0
MAR11871,-1000.0,1000.0
MAR11874,0.0,1000.0
MAR11875,-1000.0,1000.0
MAR11876,-1000.0,1000.0
MAR11879,0.0,1000.0
MAR11881,-1000.0,1000.0
MAR11884,0.0,1000.0
MAR11887,0.0,1000.0
MAR11889,-1000.0,1000.0
MAR11891,-1000.0,1000.0
MAR11893,-1000.0,1000.0
MAR11895,-1000.0,1000.0
MAR11897,-1000.0,1000.0
MAR11901,0.0,1000.0
MAR11902,-1000.0,1000.0
MAR11904,0.0,1000.0
MAR11906,-1000.0,1000.0
MAR11907,-1000.0,1000.0
MAR11908,0.0,1000.0
MAR11909,-1000.0,1000.0
MAR11910,0.0,1000.0
MAR11911,-1000.0,1000.0
MAR11912,-1000.0,1000.0
MAR11914,-1000.0,1000.0
MAR11916,-1000.0,1000.0
MAR11917,-1000.0,1000.0
MAR11918,0.0,1000.0
MAR11920,-1000.0,1000.0
MAR11922,-1000.0,1000.0
MAR11923,-1000.0,1000.0
MAR11925,-1000.0,1000.0
MAR11926,-1000.0,1000.0
MAR11927,-1000.0,1000.0
MAR11929,-1000.0,1000.0
MAR11930,-1000.0,1000.0
MAR11932,-1000.0,1000.0
MAR11933,-1000.0,1000.0
MAR11934,-1000.0,1000.0
MAR11936,-1000.0,1000.0
MAR11938,-1000.0,1000.0
MAR11940,-1000.0,1000.0
MAR11942,-1000.0,1000.0
MAR11945,-1000.0,1000.0
MAR11947,-1000.0,1000.0
MAR11949,-1000.0,1000.0
MAR11951,0.0,1000.0
MAR11952,-1000.0,1000.0
MAR11953,-1000.0,1000.0
MAR11954,-1000.0,1000.0
MAR11956,-1000.0,1000.0
MAR11957,-1000.0,1000.0
MAR11959,-1000.0,1000.0
MAR11961,-90.9090909090909,1000.0
MAR11962,-1000.0,1000.0
MAR11965,-0.0038669789227166267,1000.0
MAR11967,0.0,1000.0
MAR11969,-1000.0,1000.0
MAR11971,-1000.0,1000.0
MAR11974,-1000.0,1000.0
MAR11975,-1000.0,0.0
MAR11978,0.0,1000.0
MAR11982,0.0,0.0
MAR11983,0.0,0.0
MAR11984,0.0,0.0
MAR11985,0.0,0.0
MAR11987,-3.5833549981977244,0.653409512977094
MAR11990,-181.71956028588625,35.906033598657096
MAR11993,-149.0100394344267,29.506938501866685
MAR11996,-152.05106064737433,30.103038269581187
MAR11999,-47.82912487968055,9.40126431762945
MAR12007,0.0,1000.0
MAR12009,-1000.0,1000.0
MAR12011,-1000.0,1000.0
MAR12026,0.0,1000.0
MAR12028,0.0,1000.0
MAR12030,-1000.0,1000.0
MAR12032,-1000.0,1000.0
MAR12034,0.0,1000.0
MAR12042,-1000.0,1000.0
MAR12043,-1000.0,1000.0
MAR12044,-1000.0,1000.0
MAR12104,-1000.0,0.0
MAR12105,-1000.0,0.0
MAR12106,-1000.0,1000.0
MAR12114,0.0,1000.0
MAR12127,-1000.0,1000.0
MAR12128,-1000.0,1000.0
MAR12129,-1000.0,1000.0
MAR12130,-1000.0,1000.0
MAR12131,-1000.0,1000.0
MAR12132,-1000.0,1000.0
MAR12133,-1000.0,1000.0
MAR12134,0.0,0.0
MAR12135,0.0,0.0
MAR12136,-1000.0,1000.0
MAR12137,-1000.0,1000.0
MAR12138,-1000.0,1000.0
MAR12139,-1000.0,1000.0
MAR12141,-1000.0,1000.0
MAR12198,0.0,0.0
MAR12199,0.0,1000.0
MAR12200,0.0,1000.0
MAR12201,0.0,1000.0
MAR12202,0.0,1000.0
MAR12203,0.0,0.0
MAR12204,0.0,0.0
MAR12205,0.0,1000.0
MAR12206,0.0,1000.0
MAR12207,0.0,1000.0
MAR12208,0.0,1000.0
MAR12209,0.0,0.0
MAR12210,0.0,1000.0
MAR12211,0.0,1000.0
MAR12212,0.0,1000.0
MAR12213,0.0,1000.0
MAR12214,0.0,1000.0
MAR12215,0.0,1000.0
MAR12216,0.0,1000.0
MAR12217,0.0,1000.0
MAR12218,0.0,1000.0
MAR12219,0.0,1000.0
MAR12220,0.0,1000.0
MAR12221,-1000.0,1000.0
MAR12222,0.0,0.0
MAR12223,0.0,0.0
MAR12224,0.0,1000.0
MAR12225,0.0,1000.0
MAR12226,0.0,1000.0
MAR12227,0.0,1000.0
MAR12228,0.0,1000.0
MAR12229,0.0,1000.0
MAR12230,0.0,1000.0
MAR12231,0.0,1000.0
MAR12232,0.0,0.0
MAR12233,0.0,1000.0
MAR12575,0.0,1000.0
MAR12576,0.0,1000.0
MAR12577,-1000.0,1000.0
MAR12578,0.0,1000.0
MAR12579,0.0,1000.0
MAR12580,0.0,1000.0
MAR12581,-1000.0,1000.0
MAR12582,-1000.0,1000.0
MAR12583,0.0,1000.0
MAR12584,0.0,1000.0
MAR12585,-1000.0,1000.0
MAR12586,-1000.0,1000.0
MAR12587,0.0,1000.0
MAR12588,-1000.0,1000.0
MAR12589,0.0,1000.0
MAR12590,0.0,1000.0
MAR12591,-1000.0,1000.0
MAR12592,0.0,1000.0
MAR12593,-1000.0,1000.0
MAR12594,0.0,1000.0
MAR12595,0.0,1000.0
MAR12596,-1000.0,1000.0
MAR12597,-1000.0,1000.0
MAR12598,0.0,1000.0
MAR12599,0.0,1000.0
MAR12600,-1000.0,1000.0
MAR12601,0.0,1000.0
MAR12602,0.0,1000.0
MAR12603,-1000.0,1000.0
MAR12604,0.0,1000.0
MAR12605,0.0,1000.0
MAR12606,-1000.0,1000.0
MAR12607,-1000.0,1000.0
MAR12608,0.0,1000.0
MAR12609,-1000.0,1000.0
MAR12610,0.0,1000.0
MAR12611,0.0,1000.0
MAR12612,0.0,1000.0
MAR12613,0.0,1000.0
MAR12614,0.0,1000.0
MAR12615,-1000.0,1000.0
MAR12616,0.0,1000.0
MAR12617,0.0,1000.0
MAR12618,0.0,1000.0
MAR12619,-1000.0,1000.0
MAR12620,0.0,1000.0
MAR12621,0.0,1000.0
MAR12622,0.0,1000.0
MAR12623,-1000.0,1000.0
MAR12624,0.0,1000.0
MAR12625,0.0,1000.0
MAR12626,0.0,1000.0
MAR12627,-1000.0,1000.0
MAR12628,0.0,1000.0
MAR12629,0.0,1000.0
MAR12630,-1000.0,0.0
MAR12631,0.0,1000.0
MAR12632,-1000.0,0.0
MAR12633,-1000.0,0.0
MAR12634,0.0,1000.0
MAR12635,0.0,1000.0
MAR12636,0.0,1000.0
MAR12637,-1000.0,1000.0
MAR12638,-1000.0,1000.0
MAR12639,0.0,1000.0
MAR12640,-1000.0,1000.0
MAR12641,-1000.0,1000.0
MAR12642,0.0,1000.0
MAR12643,-1000.0,1000.0
MAR12644,0.0,1000.0
MAR12645,-1000.0,1000.0
MAR12646,-1000.0,1000.0
MAR12647,-1000.0,1000.0
MAR12648,-1000.0,1000.0
MAR12649,0.0,1000.0
MAR12650,-1000.0,1000.0
MAR12651,0.0,1000.0
MAR12652,0.0,1000.0
MAR12653,-1000.0,0.0
MAR12654,-1000.0,1000.0
MAR12655,-1000.0,1000.0
MAR12656,0.0,1000.0
MAR12657,-1000.0,0.0
MAR12658,0.0,1000.0
MAR12659,0.0,1000.0
MAR12660,0.0,1000.0
MAR12661,0.0,1000.0
MAR12662,0.0,1000.0
MAR12663,0.0,1000.0
MAR12664,0.0,1000.0
MAR12665,-1000.0,1000.0
MAR12666,-1000.0,0.0
MAR12667,0.0,1000.0
MAR12668,0.0,1000.0
MAR12669,-1000.0,0.0
MAR12670,0.0,1000.0
MAR12671,-1000.0,0.0
MAR12672,-1000.0,1000.0
MAR12673,0.0,1000.0
MAR12674,0.0,1000.0
MAR12675,-1000.0,1000.0
MAR12676,-1000.0,0.0
MAR12677,0.0,1000.0
MAR12678,0.0,1000.0
MAR12679,0.0,1000.0
MAR12680,0.0,1000.0
MAR12681,0.0,1000.0
MAR12682,0.0,1000.0
MAR12683,-1000.0,0.0
MAR12684,-1000.0,0.0
MAR12685,0.0,1000.0
MAR12686,0.0,1000.0
MAR12687,-1000.0,1000.0
MAR12688,0.0,1000.0
MAR12689,-1000.0,1000.0
MAR12690,-1000.0,1000.0
MAR12691,-1000.0,1000.0
MAR12692,-1000.0,1000.0
MAR12693,-1000.0,1000.0
MAR12694,0.0,1000.0
MAR12695,0.0,1000.0
MAR12696,0.0,1000.0
MAR12697,-1000.0,1000.0
MAR12698,-1000.0,999.9996033021077
MAR12699,0.0,1000.0
MAR12700,-1000.0,0.0
MAR12701,0.0,1000.0
MAR12702,-1000.0,0.0
MAR12703,0.0,999.9996033021077
MAR12704,0.0,1000.0
MAR12705,-1000.0,1000.0
MAR12706,-1000.0,1000.0
MAR12707,0.0,999.9822500000002
MAR12708,0.0,1000.0
MAR12709,-1000.0,0.0
MAR12710,0.0,1000.0
MAR12711,0.0,1000.0
MAR12712,-1000.0,1000.0
MAR12713,-1000.0,0.0
MAR12714,-1000.0,1000.0
MAR12715,0.0,1000.0
MAR12716,0.0,1000.0
MAR12717,-1000.0,1000.0
MAR12718,0.0,888.8860516055164
MAR12719,0.0,888.8860516055164
MAR12966,-1000.0,1000.0
MAR12977,0.0,1000.0
MAR13030,0.0,1000.0
MAR13031,-1000.0,1000.0
MAR13032,-1000.0,1000.0
MAR13033,-1000.0,1000.0
MAR13034,-500.0,1000.0
MAR13035,-1000.0,1000.0
MAR13036,-1000.0,1000.0
MAR13037,-500.0,1000.0
MAR13038,-1000.0,1000.0
MAR13039,-1000.0,1000.0
MAR13040,-835.2333333333333,1000.0
MAR13041,-1000.0,1000.0
MAR13042,-1000.0,1000.0
MAR13043,-1000.0,1000.0
MAR13044,-1000.0,1000.0
MAR13045,-1000.0,1000.0
MAR13046,-1000.0,1000.0
MAR13047,-1000.0,1000.0
MAR13048,-1000.0,1000.0
MAR13049,-1000.0,1000.0
MAR13050,-1000.0,1000.0
MAR13051,-1000.0,1000.0
MAR13052,-1000.0,1000.0
MAR13053,-1000.0,1000.0
MAR13054,-1000.0,1000.0
MAR13055,-838.8333333333334,1000.0
MAR13056,-1000.0,1000.0
MAR13057,-1000.0,1000.0
MAR13058,-1000.0,1000.0
MAR13059,-1000.0,1000.0
MAR13060,-1000.0,1000.0
MAR13061,-401.899998,1000.0
MAR13062,-1000.0,1000.0
MAR13063,-1000.0,1000.0
MAR13065,-1000.0,1000.0
MAR13067,-1000.0,0.0
MAR13068,0.0,0.0
MAR13069,0.0,0.0
MAR13070,0.0,0.0
MAR13071,0.0,0.0
MAR13072,0.0,0.0
MAR13073,0.0,0.0
MAR13074,0.0,0.0
MAR10024,37.47072599531616,187.35362997658078
MAR10026,-1000.0,1000.0
MAR10027,-1000.0,1000.0
MAR10028,0.0,0.0
MAR10029,0.0,90.9090909090909
MAR10030,0.0,166.66666666666666
MAR10031,0.0,86.02123080053386
MAR10047,0.0,1000.0
MAR10060,0.0,1000.0
MAR10074,0.0,0.0
MAR10076,0.0,0.0
MAR10077,-1000.0,0.0
MAR10078,0.0,0.0
MAR10081,-1000.0,0.0
MAR10083,0.0,1000.0
MAR10084,0.0,1000.0
MAR10085,0.0,1000.0
MAR10086,0.0,1000.0
MAR10087,-1000.0,0.0
MAR10088,0.0,1000.0
MAR10089,0.0,0.0
MAR10090,0.0,0.0
MAR10091,0.0,1000.0
MAR10132,0.0,1000.0
MAR20180,0.0,0.0
MAR30760,-500.0,500.0
MAR30761,-500.0,500.0
MAR30762,-1000.0,1000.0
MAR30763,-500.0,500.0
MAR30766,0.0,0.0
MAR30767,-1000.0,1000.0
MAR30769,-1000.0,1000.0
MAR30771,-500.0,500.0
MAR30834,0.0,0.0
MAR30835,-1000.0,1000.0
MAR30836,0.0,0.0
MAR30838,-1000.0,1000.0
MAR32386,-500.0,500.0
MAR32387,0.0,0.0
MAR32388,-750.0,500.0
MAR32389,0.0,0.0
MAR32392,0.0,0.0
MAR32455,-1000.0,1000.0
MAR32456,0.0,0.0
MAR32457,-1000.0,1000.0
